cino,offence_type,offfence_category
ASDB010006762015,PSA,I
ASDB010007002015,PSA,I
ASDB010007122014,Not Available,Offence not known
ASDB010007132015,PSA,I
ASDB010007152015,PSA,I
ASDB010007372016,PSA,I
ASDB010007402016,APSA,I
DLWT010005862013,Not Available,Offence not known
ASDB010007452016,APSA,I
ASDB010007952015,PSA,I
ASDB010008002014,SA,I
ASDB010008232016,APSA,I
ASDB010008272015,PSA,I
ASDB010008342016,PSA,I
ASDB010008362016,PSA,I
ASDB010008372016,SA,I
ASDB010008422015,SA,I
ASDB010008712015,PSA,I
DLWT010007932013,APSA,I
ASDB010008712016,SA,I
ASDB010008732015,SA,I
ASDB010008832015,SH,I
ASDB010008902016,PSA,I
ASDB010008912016,SA,I
ASDB010008972015,PSA,I
ASDB010009022016,SA,I
ASDB010009042015,PSA,I
ASDB010009222015,SA,I
ASDB010009262015,PSA,I
DLWT010008602013,Not Available,Offence not known
ASDB010009542016,SA,I
ASDB010009662015,SA,I
ASDB010009672015,SA,I
ASDB010009732016,SH,I
ASDB010009842015,SA,I
ASDB010009852014,SA,I
ASDB010009992015,PSA,I
ASDB010010002015,SA,I
ASDB010010002016,APSA,I
ASDB010010112015,SA,I
DLWT010011062013,APSA,I
ASDB010010172016,APSA,I
ASDB010010302016,APSA,I
ASDB010010372016,Not Available,Offence not known
ASDB010010402016,PSA,I
ASDB010010452015,SA,I
ASDB010012302014,Not Available,Offence not known
ASDB010010482015,SA,I
ASDB010010492015,PSA,I
ASDB010010542015,PSA,I
ASDB010010592015,SA,I
ASDB010010602015,SA,I
ASDB010010622015,SA,I
ASDB010010632015,PSA,I
ASDB010010702015,SA,I
ASDB010010712014,Not Available,Offence not known
ASDB010010722014,Not Available,Offence not known
ASDB010010732015,SA,I
ASDB010010862015,SA,I
ASDB010010922015,PSA,I
ASDB010012312014,Not Available,Offence not known
ASDB010010982015,PSA,I
ASDB010011072016,PSA,I
ASDB010011102016,Not Available,Offence not known
ASDB010011152016,Not Available,Offence not known
ASDB010011162016,SA,I
ASDB010011442016,Not Available,Offence not known
ASDB010011602016,SA,I
ASDB010012172014,PSA,I
ASDB010012292014,SA,I
ASDB010012332014,Not Available,Offence not known
ASDB010012342014,Not Available,Offence not known
ASDB010012362014,Not Available,Offence not known
ASDB010012692016,SA,I
ASKA010000012020,PSA,I
ASKA010000042019,PSA,I
ASKA010000082020,APSA,I
ASKA010000252020,APSA,I
ASKA010000542013,ASA,I
ASKA010000622013,PSA,I
ASKA010000712017,PSA,I
ASKA010000762020,PSA,I
ASKA010000792020,SA,I
ASKA010000802019,SA,I
ASKA010000802020,PSA,I
ASKA010000812020,SA,I
ASKA010000862013,APSA,I
ASKA010000892013,PSA,I
ASKA010000982016,PSA,I
ASKA010000982020,APSA,I
ASKA010001012020,APSA,I
ASKA010001042013,PSA,I
ASKA010001082016,SA,I
ASKA010001092014,SA,I
ASKA010001102016,PSA,I
ASKA010001112020,SH,I
ASKA010001122015,SA,I
ASKA010001162020,PSA,I
ASKA010001192015,SA,I
ASKA010001192016,SA,I
ASKA010001262016,PSA,I
ASKA010001292016,SA,I
ASKA010001302014,APSA,I
ASKA010001302015,SA,I
ASKA010001332016,PSA,I
ASKA010001352016,APSA,I
ASKA010001382015,SA,I
ASGL010004132014,Attempt to APSA,II
ASKA010000772014,Not Available,Offence not known
ASKA010000842014,PSA,I
ASKA010000872014,APSA,I
ASKA010000882013,SA,I
ASKA010001012014,PSA,I
ASKA010001132014,SA,I
ASKA010001282014,PSA,I
ASKA010001402016,SA,I
ASKA010001412018,SA,I
ASKA010001422016,PSA,I
ASKA010001432018,PSA,I
ASKA010001502019,PSA,I
ASKA010001552018,PSA,I
ASKA010001712015,APSA,I
ASKA010001792015,SA,I
ASKA010001822015,APSA,I
ASKA010002032015,PSA,I
ASKA010002032018,PSA,I
ASKA010002202018,SA,I
ASKA010002362017,PSA,I
ASKA010002372017,PSA,I
ASKA010002382018,SA,I
ASKA010002502017,SA,I
ASKA010002522019,PSA,I
ASKA010002532019,SA,I
ASKA010002902019,PSA,I
ASKA010003072019,APSA,I
ASKA010003082018,PSA,I
ASKA010003132019,PSA,I
ASKA010003152019,PSA,I
ASKA010003302019,PSA,I
ASKA010003422017,PSA,I
ASKA010003512017,PSA,I
ASKA010003522017,PSA,I
ASKA010003632017,SA,I
ASKA010003742019,Not Available,Offence not known
ASKA010003822017,PSA,I
ASKA010003872017,SA,I
ASKA010003932018,PSA,I
ASKA010003942017,SH,I
ASKA010003942018,SA,I
ASNG010011812014,SH,I
ASKA010003992018,SA,I
ASKA010004012019,PSA,I
ASKA010004032017,PSA,I
ASKA010004082017,PSA,I
ASKA010004112019,PSA,I
ASKA010004162017,SH,I
ASKA010004162019,PSA,I
ASKA010004292019,PSA,I
ASKA010004332019,PSA,I
ASKA010004342019,SA,I
ASKA010004372019,SA,I
ASKA010004472019,APSA,I
ASKA010004492019,SA,I
ASKA010004502018,PSA,I
ASKA010004512018,PSA,I
ASKA010004642019,PSA,I
ASKA010004672019,SA,I
ASKA010004732019,APSA,I
ASKA010005002018,PSA,I
ASKA010005012019,PSA,I
ASKA010005022019,PSA,I
ASKA010005032019,SH,I
ASKA010006162019,SA,I
ASKA010005092018,SA,I
ASKA010005122019,PSA,I
ASKA010005262019,SA,I
ASKA010005282019,PSA,I
ASKA010005412019,SH,I
ASKA010005422019,PSA,I
ASKA010005432019,SH,I
ASKA010005482019,SA,I
ASKA010005602019,SA,I
ASKA010005632018,PSA,I
ASKA010005632019,SA,I
ASKA010005662019,PSA,I
ASKA010005702019,PSA,I
ASKA010005762019,PSA,I
ASKA010005892019,SA,I
ASKA010005992019,SA,I
ASKA010006242019,PSA,I
ASSV010006542014,Not Available,Offence not known
ASKA010006412018,PSA,I
ASKA010006462019,PSA,I
ASKA010006472019,PSA,I
ASKA010006612019,APSA,I
ASKA010006762019,APSA,I
ASKA010006862019,APSA,I
ASKA010006962019,APSA,I
ASKA010006972019,APSA,I
ASKA010006982018,SA,I
ASKA010007022018,APSA,I
ASKA010007062018,SA,I
ASKA010007142019,PSA,I
ASSV010008662014,SA,I
ASMR010000892020,PSA,I
ASMR010000962020,PSA,I
ASMR010000972018,PSA,I
ASMR010000992020,PSA,I
ASMR010001302018,PSA,I
ASMR010001362020,PSA,I
ASMR010001372020,SA,I
